Customer,Best,Avarage,Time
15,179.02821548170024,234.59586353502465,0.17841553688049316
30,346.7952136801235,445.25564517019103,0.5309798717498779
60,649.4737155328041,801.9555517190745,1.8777887344360351
120,1395.3550977515797,1652.9998259911288,7.557386207580566
